source,target,lag,pval,val,abs_val,source_group,target_group,hierarchy_allowed,method,use_autolag,use_hierarchy,tau_setting,bootstrap_stability
compartment/window_position_wind_side,compartment/air_temperature,3,2.9707733969557895e-07,-0.04798037099755397,0.04798037099755397,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/air_temperature,10,6.280491865470542e-05,-0.037484768399775284,0.037484768399775284,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/air_temperature,1,3.909993515677836e-56,0.147082789853707,0.147082789853707,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/air_temperature,4,0.02502652276250547,-0.02099525984768785,0.02099525984768785,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/co2_concentration,3,0.04130865656179864,-0.01911984815064946,0.01911984815064946,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/co2_concentration,compartment/co2_concentration,1,0.0,0.7184426434247487,0.7184426434247487,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/co2_concentration,compartment/co2_concentration,5,6.987358553940466e-08,-0.05049811022697369,0.05049811022697369,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/co2_concentration,11,0.009287106942659083,-0.024372088634928322,0.024372088634928322,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/co2_concentration,12,0.007999988630777069,0.02484870598015476,0.02484870598015476,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/leaf_temperature,compartment/co2_concentration,1,0.0009244081375389161,-0.0310224181104094,0.0310224181104094,Physiology,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/leaf_temperature,compartment/co2_concentration,8,0.06001726807784501,0.017616168296589074,0.017616168296589074,Physiology,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/co2_concentration,6,0.07420697838274201,0.01672259340716535,0.01672259340716535,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/co2_concentration,1,1.03050297833873e-14,-0.07236193348874918,0.07236193348874918,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/co2_concentration,3,0.03518122062147965,0.019729831955981127,0.019729831955981127,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/co2_concentration,1,1.0101017202429751e-05,0.04133530765171444,0.04133530765171444,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/co2_concentration,2,0.052232248176612664,-0.018182429421398742,0.018182429421398742,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/co2_concentration,9,0.010195945143577889,0.024063205935198412,0.024063205935198412,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/co2_concentration,1,0.0,0.5787460122685588,0.5787460122685588,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/co2_concentration,2,4.930506427683726e-112,-0.20840266677905908,0.20840266677905908,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/co2_concentration,3,1.0483200558301602e-27,-0.10194038700175903,0.10194038700175903,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/co2_concentration,4,2.3102505474385986e-27,-0.10127032451756057,0.10127032451756057,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/co2_concentration,5,5.4949854909685386e-09,-0.05460088296788889,0.05460088296788889,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/co2_concentration,1,0.0019055909055949222,-0.029070132645985392,0.029070132645985392,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/co2_concentration,2,0.0001531515232861844,0.03544941698128069,0.03544941698128069,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/co2_concentration,3,0.014263329385329586,0.022960176782507433,0.022960176782507433,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,1,0.0,0.6956222381774154,0.6956222381774154,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,2,1.382260914244807e-48,-0.1365593049492879,0.1365593049492879,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,8,0.008993719790522227,0.024467530622431823,0.024467530622431823,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/heating_lower_circuit/pipe_temperature,1,1.1961931762870269e-26,-0.09984834031789523,0.09984834031789523,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/heating_lower_circuit/pipe_temperature,3,0.005977300832628967,0.02574778300253292,0.02574778300253292,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/leaf_temperature,compartment/heating_lower_circuit/pipe_temperature,2,0.04776219229656504,0.018536699668735227,0.018536699668735227,Physiology,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/heating_lower_circuit/pipe_temperature,4,1.9180957190751506e-08,0.05258213279294678,0.05258213279294678,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/heating_lower_circuit/pipe_temperature,4,0.0062342984242701035,-0.025608211009691476,0.025608211009691476,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,6,0.0008989153773431477,0.031096926354862667,0.031096926354862667,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,7,0.05620985994859509,0.017886101506933545,0.017886101506933545,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/heating_lower_circuit/pipe_temperature,1,0.007889724104725477,0.024876193266572824,0.024876193266572824,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,compartment/humidity_deficit,1,1.7240632539139624e-17,-0.07960571173034875,0.07960571173034875,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/humidity_deficit,1,0.0,0.6446787308724719,0.6446787308724719,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/humidity_deficit,7,3.8605455452539724e-21,0.08823596912500424,0.08823596912500424,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/humidity_deficit,11,1.0029936206947771e-11,0.06370092148502089,0.06370092148502089,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/humidity_deficit,12,7.707857017315409e-11,-0.06090223484322588,0.06090223484322588,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/humidity_deficit,1,2.0410834909408646e-171,0.2569785628711911,0.2569785628711911,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/humidity_deficit,2,1.628743916394853e-15,-0.07451353817787289,0.07451353817787289,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/humidity_deficit,3,1.1375674274953476e-06,-0.04555360364593315,0.04555360364593315,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/humidity_deficit,1,2.1651968255610648e-09,-0.05601833091055461,0.05601833091055461,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/humidity_deficit,2,0.013771882452239769,0.0230720934757307,0.0230720934757307,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/humidity_deficit,2,0.00011504625490952565,-0.03610638263489857,0.03610638263489857,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/humidity_deficit,8,5.657356420920961e-05,-0.03771216498693853,0.03771216498693853,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/humidity_deficit,1,2.771328029757428e-35,0.11573526240409072,0.11573526240409072,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/energy_use.heating,compartment/humidity_deficit,8,0.001083940107676033,-0.03060579260523598,0.03060579260523598,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/humidity_deficit,6,0.000410839672086992,0.033081443686084934,0.033081443686084934,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/humidity_deficit,11,0.02029808621681111,-0.021734115562377667,0.021734115562377667,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/leaf_temperature,1,9.706797882255425e-32,0.10947385619659195,0.10947385619659195,State,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/leaf_temperature,3,0.0024609937330105987,-0.028358129894977324,0.028358129894977324,State,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/leaf_temperature,3,0.07938594780347256,-0.016430123311434446,0.016430123311434446,State,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/leaf_temperature,compartment/leaf_temperature,1,0.0,0.6215926671316709,0.6215926671316709,Physiology,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/leaf_temperature,compartment/leaf_temperature,4,4.307444931405178e-12,0.06479077526561561,0.06479077526561561,Physiology,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/leaf_temperature,1,3.307879996421254e-12,0.06514152810559358,0.06514152810559358,State,Physiology,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/leaf_temperature,2,4.302675257502376e-05,0.03828529740204356,0.03828529740204356,Action,Physiology,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/leaf_temperature,1,9.652947901830462e-06,0.04141976999621844,0.04141976999621844,Action,Physiology,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/par,1,0.0,0.5329579223017282,0.5329579223017282,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/par,2,2.0085647120879975e-09,0.056107868165152,0.056107868165152,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/par,3,3.903475537618315e-10,0.058545641000027696,0.058545641000027696,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/par,5,2.3082268306291993e-06,0.044215534403455665,0.044215534403455665,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/par,10,9.023436388026187e-08,0.050024919735084626,0.050024919735084626,State,State,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/par,1,0.04799271035963237,-0.018513492267304987,0.018513492267304987,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/par,1,0.005085577913599809,0.026235096904715705,0.026235096904715705,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/par,1,2.957935977482574e-35,0.11560620689984683,0.11560620689984683,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/par,2,1.8885787488159632e-05,-0.040033089002676964,0.040033089002676964,Action,State,True,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/par,5,0.005736379170823806,0.02586131229029824,0.02586131229029824,State,State,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,1,0.0,0.785836331436352,0.785836331436352,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,2,2.954071338007451e-159,-0.24776611855691025,0.24776611855691025,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,3,7.902997420121296e-07,0.04620027993739803,0.04620027993739803,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/screen_blackout/screen_position,1,0.06521063172888844,0.017264181948197174,0.017264181948197174,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/screen_blackout/screen_position,4,0.0010100190819948179,0.030768174078926458,0.030768174078926458,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/screen_blackout/screen_position,6,1.6826749170408087e-05,-0.04026751091326022,0.04026751091326022,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/screen_energy/screen_position,1,0.00034545284268621833,0.03351376748632922,0.03351376748632922,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/screen_energy/screen_position,3,0.0004988466969866728,-0.03260669125653244,0.03260669125653244,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/screen_energy/screen_position,4,0.008386451595486188,0.02469371717876057,0.02469371717876057,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/co2_concentration,compartment/screen_energy/screen_position,1,0.021950654552607744,0.02146383735284504,0.02146383735284504,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/screen_energy/screen_position,1,1.0990628051505814e-28,-0.10380181102946355,0.10380181102946355,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/screen_energy/screen_position,2,6.140088141321744e-06,0.042335309065004025,0.042335309065004025,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/screen_energy/screen_position,3,0.011552556316595547,0.023656106179889495,0.023656106179889495,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,1,0.0,0.7564131856147783,0.7564131856147783,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,2,4.1837646107801705e-151,-0.2415774266776731,0.2415774266776731,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,3,1.933008453482226e-12,0.06585832279399055,0.06585832279399055,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/screen_energy/screen_position,5,0.04351991542830605,-0.018902131790835077,0.018902131790835077,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/water_supply/water_flow_duration,1,0.0009789508353014174,0.030870646456590132,0.030870646456590132,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,1,0.0,0.8495014498267492,0.8495014498267492,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,2,0.0,-0.4686896823583775,0.4686896823583775,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,3,3.0896583017367868e-183,0.26547093316663173,0.26547093316663173,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,4,3.2485626256522346e-48,-0.13601015255480775,0.13601015255480775,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,5,4.815190449574224e-09,0.054780086580329776,0.054780086580329776,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,compartment/water_supply/water_flow_duration,9,0.005456844730682583,-0.026024969145087937,0.026024969145087937,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/water_supply/water_flow_duration,1,0.010330945390808586,-0.024008913336254857,0.024008913336254857,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/water_supply/water_flow_duration,1,3.6631114314198296e-22,-0.09043905620565361,0.09043905620565361,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/water_supply/water_flow_duration,2,3.931951638588193e-33,0.11191700373803382,0.11191700373803382,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/water_supply/water_flow_duration,3,2.425444971193931e-16,-0.07665512632675238,0.07665512632675238,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
substrate_bulk_ec_mean,compartment/water_supply/water_flow_duration,4,5.614167782962162e-06,0.042497353256985074,0.042497353256985074,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/window_position_lee_side,1,6.344488416044385e-74,0.16914243792456496,0.16914243792456496,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/window_position_lee_side,2,6.732673254492971e-28,-0.10228716300367319,0.10228716300367319,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/co2_concentration,compartment/window_position_lee_side,12,0.025187012617724106,-0.02096843651209151,0.02096843651209151,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/window_position_lee_side,1,1.9344382312446774e-130,-0.22469406563375252,0.22469406563375252,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,compartment/window_position_lee_side,1,5.02789273462536e-10,0.0581731711396726,0.0581731711396726,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/window_position_lee_side,1,0.0,0.4855445830520537,0.4855445830520537,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/window_position_lee_side,4,8.13580155088533e-06,0.04175821632289339,0.04175821632289339,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,compartment/window_position_lee_side,6,0.0023323098320227305,0.028499713493840704,0.028499713493840704,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/window_position_lee_side,1,2.8144934800706918e-11,0.062255138059744836,0.062255138059744836,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/window_position_lee_side,1,5.374441019640177e-05,0.03779513257025184,0.03779513257025184,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/window_position_lee_side,2,0.02784271039575884,-0.02058940191391091,0.02058940191391091,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/window_position_wind_side,1,5.083023589784821e-86,0.18254738420900843,0.18254738420900843,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/window_position_wind_side,2,5.144723991290943e-26,-0.09856015238346641,0.09856015238346641,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,compartment/window_position_wind_side,3,0.02123028466571045,0.02157751655031511,0.02157751655031511,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,compartment/window_position_wind_side,6,0.003983934389580778,0.02696403073228474,0.02696403073228474,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/water_supply/water_flow_duration,compartment/window_position_wind_side,12,0.037858784349108096,0.019442261727747143,0.019442261727747143,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/window_position_wind_side,1,0.0,0.6749511625227249,0.6749511625227249,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/window_position_wind_side,2,6.838637174833296e-10,-0.05771052419806782,0.05771052419806782,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_wind_side,compartment/window_position_wind_side,4,2.5795793247073664e-13,0.0684056860317478,0.0684056860317478,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,compartment/window_position_wind_side,1,0.00041851655492273826,0.03301969300682566,0.03301969300682566,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/air_temperature,energy/co2_dosage,2,4.0260329162056355e-06,0.0431728912223192,0.0431728912223192,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/co2_concentration,energy/co2_dosage,1,3.155946176112572e-78,-0.17406039026264059,0.17406039026264059,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/par,energy/co2_dosage,1,1.1394870088864535e-16,0.07751756243125704,0.07751756243125704,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,energy/co2_dosage,1,4.197603314657864e-05,-0.0383540077353692,0.0383540077353692,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,energy/co2_dosage,3,0.0067513681453748075,-0.02536954975198751,0.02536954975198751,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_energy/screen_position,energy/co2_dosage,4,4.457815655574112e-05,0.03822682157328593,0.03822682157328593,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/window_position_lee_side,energy/co2_dosage,1,1.519775178119618e-06,-0.045013017452207774,0.045013017452207774,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,1,0.0,0.4586234512616705,0.4586234512616705,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,2,2.900585798703471e-26,0.0990509108812696,0.0990509108812696,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,3,2.1123574038584095e-25,0.09731830553955687,0.09731830553955687,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,4,3.528849324884437e-15,0.073623143620502,0.073623143620502,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,5,2.0548809531699837e-09,0.05609536308044452,0.05609536308044452,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,6,6.089552169399116e-06,0.04235352513481247,0.04235352513481247,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,8,1.1566245702897842e-13,0.06944303782113587,0.06944303782113587,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/co2_dosage,energy/co2_dosage,10,6.284115599680976e-06,0.04229494383383327,0.04229494383383327,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,energy/electricity_use.lighting,5,0.0833677207507222,-0.016207477685958947,0.016207477685958947,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/screen_blackout/screen_position,energy/electricity_use.lighting,11,0.002442033803126118,0.028362593802588595,0.028362593802588595,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,energy/electricity_use.lighting,1,0.0,0.7633664378958742,0.7633664378958742,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,energy/electricity_use.lighting,2,6.171821130298128e-53,-0.14260388127895066,0.14260388127895066,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,energy/electricity_use.lighting,10,0.05095831736096961,0.018267429700629452,0.018267429700629452,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
energy/electricity_use.lighting,energy/electricity_use.lighting,12,0.0014191154487087135,-0.02985963039788399,0.02985963039788399,Action,Action,True,standard_pcmciplus,False,False,fixed_tau_12,
substrate_temperature_mean,energy/electricity_use.lighting,12,0.013633366839531723,0.02309487022889164,0.02309487022889164,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,1,0.02034912386781032,-0.021726228366852843,0.021726228366852843,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,2,1.8829400899633067e-14,0.07164924312178317,0.07164924312178317,Action,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,energy/energy_use.heating,1,4.550766395293348e-19,-0.08343941370573053,0.08343941370573053,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
compartment/humidity_deficit,energy/energy_use.heating,3,0.09536061392103633,0.01562294989149579,0.01562294989149579,State,Action,False,standard_pcmciplus,False,False,fixed_tau_12,
